x y z r g b label
-2.44734 42.39572 1.72617 181 181 181 1
-2.50032 42.40119 1.61258 183 183 183 1
-2.56497 42.39977 1.50581 173 173 173 1
-2.62525 42.39863 1.39629 185 185 185 1
-2.67153 42.39788 1.28028 180 180 180 1
-2.72435 42.39820 1.16686 178 178 178 1
-2.75520 42.40035 1.04550 177 177 177 1
-2.79479 42.40284 0.92731 165 165 165 1
-2.82733 42.40405 0.80698 174 174 174 1
-2.84970 42.39759 0.68437 172 172 172 1
-2.88132 42.40286 0.56341 173 173 173 1
-2.88421 42.40265 0.43809 170 170 170 1
-2.91439 42.39679 0.31587 168 168 168 1
-2.90889 42.39747 0.19065 170 170 170 1
-2.91263 42.39950 0.06625 169 169 169 1
-2.90509 42.39888 -0.05912 167 167 167 1
-2.90293 42.39613 -0.18472 172 172 172 1
-2.89572 42.40029 -0.31032 159 159 159 1
-2.86923 42.39916 -0.43348 167 167 167 1
-2.84357 42.40221 -0.55624 159 159 159 1
-2.81683 42.40256 -0.67865 157 157 157 1
-2.79231 42.40132 -0.80190 164 164 164 1
-2.75949 42.39969 -0.92326 161 161 161 1
-2.71354 42.40360 -1.04030 161 161 161 1
-2.66553 42.40144 -1.15626 160 160 160 1
-2.62112 42.40414 -1.27389 152 152 152 1
-2.57620 42.39699 -1.39204 154 154 154 1
-2.50307 42.39617 -1.49563 148 148 148 1
-2.37499 42.39696 -1.71166 154 154 154 1
-2.14186 42.40009 -2.00718 148 148 148 1
-1.97884 42.40251 -2.19839 144 144 144 1
-1.88620 42.39920 -2.28339 145 145 145 1
-1.79506 42.39984 -2.37010 142 142 142 1
-1.48759 42.39847 -2.58774 142 142 142 1
-1.27376 42.39765 -2.71842 145 145 145 1
-0.93770 42.40175 -2.88732 143 143 143 1
-0.70508 42.39984 -2.98308 151 151 151 1
-0.08998 42.39689 -3.10782 134 134 134 1
0.16019 42.40315 -3.12809 130 130 130 1
0.53566 42.39933 -3.12777 131 131 131 1
0.65966 42.39879 -3.11221 137 137 137 1
0.78336 42.39561 -3.09554 139 139 139 1
0.90683 42.39747 -3.07686 146 146 146 1
1.02673 42.40008 -3.04159 143 143 143 1
1.14928 42.40298 -3.01771 137 137 137 1
1.26947 42.39754 -2.98402 147 147 147 1
1.38405 42.39891 -2.93406 141 141 141 1
1.49509 42.40277 -2.87705 133 133 133 1
1.61755 42.39452 -2.84672 135 135 135 1
1.72490 42.40302 -2.78264 143 143 143 1
1.83704 42.39889 -2.72840 144 144 144 1
1.94521 42.40219 -2.66651 147 147 147 1
2.04751 42.39401 -2.59523 146 146 146 1
2.14698 42.39661 -2.52030 144 144 144 1
2.24602 42.39455 -2.44501 141 141 141 1
2.34423 42.39856 -2.36837 139 139 139 1
2.43710 42.40078 -2.28520 150 150 150 1
2.52240 42.40059 -2.19413 145 145 145 1
2.60670 42.40237 -2.10245 145 145 145 1
2.69490 42.39920 -2.01400 146 146 146 1
2.76638 42.39844 -1.91129 152 152 152 1
2.84823 42.40132 -1.81670 150 150 150 1
2.91357 42.40078 -1.70995 155 155 155 1
2.98232 42.40292 -1.60561 157 157 157 1
3.04067 42.40231 -1.49496 152 152 152 1
3.10120 42.39850 -1.38558 148 148 148 1
3.15417 42.40006 -1.27222 145 145 145 1
3.20662 42.39799 -1.15849 155 155 155 1
3.24787 42.40064 -1.04011 150 150 150 1
3.28973 42.39999 -0.92202 159 159 159 1
3.32260 42.39833 -0.80104 162 162 162 1
3.35203 42.39739 -0.67925 166 166 166 1
3.38034 42.40019 -0.55716 159 159 159 1
3.41261 42.39689 -0.43532 164 164 164 1
3.42603 42.40064 -0.31020 167 167 167 1
3.42991 42.39779 -0.18439 167 167 167 1
3.44600 42.40020 -0.05952 163 163 163 1
3.43179 42.80403 0.06688 162 162 162 1
3.43282 42.80354 0.19130 166 166 166 1
3.41908 42.79593 0.31503 170 170 170 1
3.40835 42.79727 0.43878 171 171 171 1
3.39838 42.79882 0.56294 176 176 176 1
3.37506 42.80433 0.68518 173 173 173 1
3.34939 42.79698 0.80691 172 172 172 1
3.31993 42.79809 0.92781 172 172 172 1
3.28157 42.79998 1.04614 181 181 181 1
3.24561 42.80170 1.16531 174 174 174 1
3.19720 42.79689 1.27991 189 189 189 1
3.15196 42.79730 1.39584 180 180 180 1
3.09094 42.79879 1.50432 179 179 179 1
3.04065 42.80081 1.61829 178 178 178 1
2.97012 42.80229 1.72088 183 183 183 1
2.91702 42.80409 1.83444 184 184 184 1
2.83052 42.79605 1.92551 190 190 190 1
2.76324 42.79965 2.03001 175 175 175 1
2.68223 42.79599 2.12397 180 180 180 1
2.59982 42.80488 2.21652 185 185 185 1
2.52032 42.79919 2.31218 185 185 185 1
2.42263 42.80297 2.38946 184 184 184 1
2.33343 42.80384 2.47549 189 189 189 1
2.23409 42.80082 2.54958 190 190 190 1
2.14401 42.80098 2.63597 191 191 191 1
2.03860 42.80149 2.70181 188 188 188 1
1.93776 42.79585 2.77458 191 191 191 1
1.82691 42.80021 2.83101 192 192 192 1
1.72034 42.80020 2.89505 187 187 187 1
1.60816 42.80043 2.94864 196 196 196 1
1.49431 42.79735 2.99865 199 199 199 1
1.37651 42.80040 3.03874 188 188 188 1
1.26162 42.80068 3.08714 200 200 200 1
1.13951 42.79871 3.11325 190 190 190 1
1.01846 42.79622 3.14137 189 189 189 1
0.89833 42.79920 3.17408 197 197 197 1
0.77494 42.79917 3.19113 195 195 195 1
0.65243 42.79724 3.21458 197 197 197 1
0.52931 42.80992 3.24036 189 189 189 1
0.40353 42.80088 3.23248 194 194 194 1
0.27868 42.79879 3.23672 201 201 201 1
0.15300 42.80088 3.23520 194 194 194 1
0.02799 42.79989 3.22190 203 203 203 1
-0.09872 42.79759 3.22531 198 198 198 1
-0.22104 42.79649 3.19200 193 193 193 1
-0.34613 42.80058 3.17821 195 195 195 1
-0.47017 42.80299 3.15655 191 191 191 1
-0.59050 42.80189 3.11953 189 189 189 1
-0.71154 42.80322 3.08560 189 189 189 1
-0.82854 42.79807 3.03967 192 192 192 1
-0.94491 42.80435 2.99287 198 198 198 1
-1.06117 42.80108 2.94571 194 194 194 1
-1.17428 42.79692 2.89146 192 192 192 1
-1.28706 42.80211 2.83626 185 185 185 1
-1.39511 42.80057 2.77242 191 191 191 1
-1.49950 42.79970 2.70294 182 182 182 1
-1.60033 42.80075 2.62861 188 188 188 1
-1.70419 42.79577 2.55837 195 195 195 1
-1.80101 42.79769 2.47887 192 192 192 1
-1.89562 42.79804 2.39680 187 187 187 1
-1.98435 42.80149 2.30852 185 185 185 1
-2.07872 42.80513 2.22551 185 185 185 1
-2.15729 42.80061 2.12775 181 181 181 1
-2.23648 42.80304 2.03095 178 178 178 1
-2.31014 42.80126 1.93000 185 185 185 1
-2.38150 42.79755 1.82756 181 181 181 1
-2.44850 42.80160 1.72231 177 177 177 1
-2.51241 42.79844 1.61520 184 184 184 1
-2.57514 42.79725 1.50726 182 182 182 1
-2.62809 42.79704 1.39427 180 180 180 1
-2.67391 42.79500 1.27832 181 181 181 1
-2.72608 42.79984 1.16494 177 177 177 1
-2.77370 42.80176 1.04932 182 182 182 1
-2.81315 42.79386 0.93067 176 176 176 1
-2.82922 42.80111 0.80597 180 180 180 1
-2.86336 42.79633 0.68598 176 176 176 1
-2.88639 42.79837 0.56345 176 176 176 1
-2.90394 42.79721 0.44002 171 171 171 1
-2.90619 42.80365 0.31516 177 177 177 1
-2.91130 42.80474 0.19102 170 170 170 1
-2.93089 42.79638 0.06688 161 161 161 1
-2.92870 42.80061 -0.05915 165 165 165 1
-2.90543 42.79753 -0.18373 173 173 173 1
-2.89670 42.80349 -0.30898 157 157 157 1
-2.88060 42.80028 -0.43353 159 159 159 1
-2.86076 42.80059 -0.55763 158 158 158 1
-2.83229 42.80175 -0.68004 160 160 160 1
-2.79573 42.79968 -0.80024 163 163 163 1
-2.76005 42.79909 -0.92051 150 150 150 1
-2.72707 42.80106 -1.04206 156 156 156 1
-2.67344 42.80047 -1.15599 155 155 155 1
-2.62289 42.79743 -1.27083 153 153 153 1
-2.56996 42.80029 -1.38464 159 159 159 1
-2.51451 42.79996 -1.49745 152 152 152 1
-1.98405 42.79654 -2.19592 143 143 143 1
-1.60246 42.79835 -2.52235 146 146 146 1
-1.49724 42.79551 -2.59103 137 137 137 1
-1.17556 42.80080 -2.78727 140 140 140 1
-1.05864 42.80396 -2.83402 143 143 143 1
-0.46734 42.79952 -3.04048 134 134 134 1
-0.34535 42.79943 -3.07031 134 134 134 1
-0.22279 42.80404 -3.09925 141 141 141 1
0.15302 42.79688 -3.13127 136 136 136 1
0.65241 42.79817 -3.11080 142 142 142 1
0.77461 42.80017 -3.08523 141 141 141 1
0.89925 42.80020 -3.07474 144 144 144 1
1.02044 42.79836 -3.04533 142 142 142 1
1.14095 42.80103 -3.01379 142 142 142 1
1.25996 42.79853 -2.97713 144 144 144 1
1.37648 42.80288 -2.93336 139 139 139 1
1.49143 42.79630 -2.88600 136 136 136 1
1.60851 42.79999 -2.84321 142 142 142 1
1.71823 42.80193 -2.78420 151 151 151 1
1.82845 42.79819 -2.72649 145 145 145 1
1.93416 42.80106 -2.66083 153 153 153 1
2.04019 42.80369 -2.59568 144 144 144 1
2.14545 42.79891 -2.52875 144 144 144 1
2.23866 42.79789 -2.44545 147 147 147 1
2.33329 42.79915 -2.36464 146 146 146 1
2.42595 42.79793 -2.28158 136 136 136 1
2.52058 42.80118 -2.20014 146 146 146 1
2.60584 42.80285 -2.10893 147 147 147 1
2.68984 42.79865 -2.01642 150 150 150 1
2.76157 42.80110 -1.91373 150 150 150 1
2.83190 42.80099 -1.81059 150 150 150 1
2.90415 42.79828 -1.70894 159 159 159 1
2.97007 42.79904 -1.60295 156 156 156 1
3.03985 42.79958 -1.49892 153 153 153 1
3.09354 42.79635 -1.38567 152 152 152 1
3.14214 42.80155 -1.27026 160 160 160 1
3.19439 42.80192 -1.15661 156 156 156 1
3.24664 42.80168 -1.04244 151 151 151 1
3.28543 42.80147 -0.92302 155 155 155 1
3.31120 42.79678 -0.79983 170 170 170 1
3.34083 42.80301 -0.67819 160 160 160 1
3.37945 42.79698 -0.55823 161 161 161 1
3.40555 42.80000 -0.43507 171 171 171 1
3.42149 42.79838 -0.31015 172 172 172 1
3.41427 42.80126 -0.18328 161 161 161 1
3.43126 42.79900 -0.05868 169 169 169 1
3.42788 43.20132 0.06750 172 172 172 1
3.42284 43.19877 0.19184 161 161 161 1
3.40932 43.20042 0.31550 174 174 174 1
3.39964 43.19942 0.43930 177 177 177 1
3.38496 43.20149 0.56268 174 174 174 1
3.37439 43.19914 0.68723 174 174 174 1
3.34666 43.19888 0.80875 177 177 177 1
3.30730 43.19910 0.92706 180 180 180 1
3.26873 43.20115 1.04511 173 173 173 1
3.23138 43.19987 1.16354 176 176 176 1
3.18312 43.19860 1.27790 181 181 181 1
3.13319 43.20380 1.39135 186 186 186 1
3.08224 43.19957 1.50441 184 184 184 1
3.03836 43.20203 1.62190 179 179 179 1
2.96162 43.20046 1.72095 178 178 178 1
2.89370 43.19976 1.82453 185 185 185 1
2.82852 43.20139 1.93014 185 185 185 1
2.75335 43.20127 2.02875 186 186 186 1
2.67136 43.19800 2.12168 196 196 196 1
2.58990 43.20192 2.21483 183 183 183 1
2.50782 43.20441 2.30770 193 193 193 1
2.42029 43.19594 2.39550 190 190 190 1
2.32305 43.19825 2.47252 189 189 189 1
2.22736 43.20033 2.55091 184 184 184 1
2.13158 43.20111 2.62948 192 192 192 1
2.02974 43.19455 2.70000 194 194 194 1
1.92435 43.19751 2.76507 189 189 189 1
1.82333 43.20084 2.83807 189 189 189 1
1.70664 43.19825 2.88285 189 189 189 1
1.59710 43.20020 2.94076 200 200 200 1
1.48349 43.20033 2.99036 197 197 197 1
1.37047 43.19838 3.04227 191 191 191 1
1.25342 43.20286 3.08439 196 196 196 1
1.13198 43.20229 3.11235 198 198 198 1
1.01313 43.19922 3.14934 195 195 195 1
0.89019 43.19996 3.16948 199 199 199 1
0.76943 43.19834 3.20183 196 196 196 1
0.64526 43.20102 3.21478 201 201 201 1
0.52056 43.20172 3.22032 191 191 191 1
0.39633 43.20061 3.23164 192 192 192 1
0.27151 43.20171 3.24030 194 194 194 1
0.14591 43.20048 3.23242 199 199 199 1
0.02059 43.19724 3.22395 200 200 200 1
-0.10491 43.20042 3.21628 194 194 194 1
-0.22947 43.20159 3.19910 194 194 194 1
-0.35160 43.19790 3.16886 196 196 196 1
-0.47528 43.19882 3.14714 198 198 198 1
-0.59569 43.19950 3.11172 200 200 200 1
-0.71713 43.20387 3.07998 192 192 192 1
-0.83668 43.20203 3.04153 197 197 197 1
-0.95233 43.20183 2.99274 199 199 199 1
-1.07017 43.19755 2.94895 199 199 199 1
-1.17817 43.19842 2.88432 187 187 187 1
-1.29335 43.19637 2.83403 189 189 189 1
-1.39785 43.20279 2.76455 200 200 200 1
-1.50960 43.20069 2.70670 193 193 193 1
-1.61378 43.20047 2.63667 184 184 184 1
-1.71126 43.19996 2.55769 183 183 183 1
-1.80210 43.20399 2.47124 186 186 186 1
-1.90114 43.20137 2.39454 196 196 196 1
-1.99528 43.19996 2.31184 181 181 181 1
-2.08199 43.19600 2.22151 189 189 189 1
-2.15405 43.20404 2.11852 186 186 186 1
-2.24764 43.20196 2.03380 176 176 176 1
-2.31711 43.19935 1.92959 186 186 186 1
-2.38857 43.20157 1.82728 179 179 179 1
-2.45379 43.20319 1.72099 182 182 182 1
-2.52267 43.19785 1.61682 182 182 182 1
-2.58007 43.19648 1.50606 181 181 181 1
-2.63261 43.20183 1.39304 181 181 181 1
-2.68219 43.19417 1.27883 178 178 178 1
-2.73277 43.20063 1.16487 175 175 175 1
-2.77259 43.20424 1.04679 178 178 178 1
-2.80891 43.20080 0.92766 170 170 170 1
-2.84149 43.19873 0.80747 180 180 180 1
-2.87201 43.19937 0.68660 173 173 173 1
-2.88181 43.20255 0.56198 173 173 173 1
-2.90182 43.20031 0.43936 166 166 166 1
-2.92251 43.20024 0.31639 172 172 172 1
-2.92532 43.19907 0.19186 175 175 175 1
-2.93020 43.20351 0.06750 162 162 162 1
-2.92886 43.20064 -0.05825 168 168 168 1
-2.91662 43.20148 -0.18342 166 166 166 1
-2.90264 43.20112 -0.30820 167 167 167 1
-2.89541 43.19826 -0.43411 161 161 161 1
-2.85950 43.20288 -0.55532 162 162 162 1
-2.83720 43.20021 -0.67887 157 157 157 1
-2.81381 43.20129 -0.80268 166 166 166 1
-2.76983 43.20086 -0.92073 158 158 158 1
-2.73234 43.20146 -1.04072 158 158 158 1
-2.68939 43.19942 -1.15899 158 158 158 1
-2.63319 43.20268 -1.27163 158 158 158 1
-2.58278 43.19940 -1.38688 160 160 160 1
-2.51558 43.20020 -1.49340 158 158 158 1
-2.46143 43.19929 -1.60730 157 157 157 1
-1.28811 43.20089 -2.71743 145 145 145 1
-0.47470 43.20254 -3.04070 142 142 142 1
-0.22887 43.20079 -3.09175 140 140 140 1
0.39635 43.20192 -3.12903 138 138 138 1
0.64517 43.19534 -3.11057 141 141 141 1
0.76730 43.20204 -3.08483 143 143 143 1
0.89139 43.19979 -3.07175 137 137 137 1
1.01166 43.20352 -3.03916 143 143 143 1
1.13458 43.19835 -3.01718 143 143 143 1
1.25131 43.19831 -2.97316 141 141 141 1
1.36825 43.20013 -2.93112 140 140 140 1
1.48415 43.19864 -2.88636 139 139 139 1
1.60055 43.20264 -2.84215 141 141 141 1
1.70664 43.20291 -2.77620 139 139 139 1
1.82211 43.20164 -2.72866 143 143 143 1
1.92792 43.19911 -2.66303 141 141 141 1
2.02809 43.19693 -2.58900 146 146 146 1
2.13175 43.19762 -2.52046 148 148 148 1
2.22739 43.19817 -2.44095 149 149 149 1
2.32880 43.19570 -2.36846 148 148 148 1
2.41732 43.20182 -2.28066 148 148 148 1
2.50547 43.19628 -2.19285 150 150 150 1
2.59003 43.19764 -2.10155 145 145 145 1
2.67758 43.20419 -2.01266 153 153 153 1
2.75244 43.19716 -1.91273 145 145 145 1
2.82932 43.20040 -1.81443 145 145 145 1
2.90468 43.19730 -1.71455 153 153 153 1
2.97155 43.20028 -1.60866 151 151 151 1
3.02261 43.20477 -1.49363 156 156 156 1
3.08146 43.20450 -1.38346 164 164 164 1
3.14383 43.19555 -1.27458 156 156 156 1
3.18822 43.19830 -1.15719 152 152 152 1
3.23112 43.19685 -1.03945 160 160 160 1
3.27525 43.20188 -0.92206 157 157 157 1
3.30788 43.20069 -0.80087 163 163 163 1
3.34529 43.20211 -0.68085 155 155 155 1
3.36761 43.20501 -0.55709 166 166 166 1
3.38235 43.19828 -0.43224 166 166 166 1
3.40820 43.19486 -0.30906 162 162 162 1
3.41428 43.19862 -0.18339 161 161 161 1
3.42382 43.19851 -0.05813 178 178 178 1
3.41600 43.59735 0.06813 171 171 171 1
3.42378 43.60041 0.19282 175 175 175 1
3.40688 43.60315 0.31655 173 173 173 1
3.39768 43.60777 0.44063 175 175 175 1
3.38227 43.59961 0.56412 182 182 182 1
3.35888 43.59869 0.68633 169 169 169 1
3.32503 43.59612 0.80606 166 166 166 1
3.30673 43.60261 0.92973 179 179 179 1
3.26453 43.59814 1.04691 183 183 183 1
3.22213 43.59844 1.16362 181 181 181 1
3.17966 43.60192 1.28030 175 175 175 1
3.13531 43.60465 1.39652 185 185 185 1
3.07292 43.59625 1.50421 183 183 183 1
3.01446 43.59547 1.61344 183 183 183 1
2.95617 43.60544 1.72292 181 181 181 1
2.88638 43.59762 1.82536 175 175 175 1
2.82089 43.60564 1.93075 186 186 186 1
2.74373 43.60118 2.02776 185 185 185 1
2.66562 43.60059 2.12385 191 191 191 1
2.58989 43.60266 2.22239 186 186 186 1
2.50556 43.60237 2.31354 188 188 188 1
2.41826 43.60054 2.40201 184 184 184 1
2.32200 43.60164 2.48063 180 180 180 1
2.22627 43.59764 2.55955 195 195 195 1
2.12235 43.60029 2.62756 195 195 195 1
2.02535 43.59902 2.70507 191 191 191 1
1.91966 43.60263 2.77001 191 191 191 1
1.81370 43.60691 2.83456 188 188 188 1
1.70137 43.59895 2.88744 200 200 200 1
1.59062 43.59529 2.94314 193 193 193 1
1.47876 43.59872 2.99713 200 200 200 1
1.36267 43.59837 3.04144 195 195 195 1
1.24549 43.59933 3.08293 198 198 198 1
1.12386 43.60075 3.10987 196 196 196 1
1.00629 43.60122 3.15164 193 193 193 1
0.88345 43.60131 3.17266 192 192 192 1
0.76061 43.59866 3.19256 197 197 197 1
0.63700 43.59454 3.20696 190 190 190 1
0.51244 43.59923 3.21016 198 198 198 1
0.38919 43.60019 3.23604 195 195 195 1
0.26421 43.60089 3.23265 194 194 194 1
0.13851 43.59323 3.23429 196 196 196 1
0.01283 43.59815 3.22925 192 192 192 1
-0.11202 43.60117 3.21396 192 192 192 1
-0.23702 43.59597 3.20006 195 195 195 1
-0.36144 43.59965 3.18101 194 194 194 1
-0.48210 43.60063 3.14456 196 196 196 1
-0.60501 43.59675 3.11832 196 196 196 1
-0.72746 43.60032 3.08872 187 187 187 1
-0.84352 43.60015 3.03974 184 184 184 1
-0.95759 43.60018 2.98726 200 200 200 1
-1.07564 43.60169 2.94446 192 192 192 1
-1.18961 43.60321 2.89196 190 190 190 1
-1.30256 43.59990 2.83696 195 195 195 1
-1.40531 43.59877 2.76436 186 186 186 1
-1.51411 43.59559 2.70211 180 180 180 1
-1.61576 43.60260 2.62896 192 192 192 1
-1.71782 43.60187 2.55638 185 185 185 1
-1.81344 43.59588 2.47563 190 190 190 1
-1.90867 43.59911 2.39448 193 193 193 1
-1.99372 43.59848 2.30271 196 196 196 1
-2.08850 43.59740 2.22054 189 189 189 1
-2.16973 43.60036 2.12547 187 187 187 1
-2.24326 43.59780 2.02442 174 174 174 1
-2.32540 43.59819 1.93019 182 182 182 1
-2.39249 43.59896 1.82494 188 188 188 1
-2.45632 43.60268 1.71803 184 184 184 1
-2.53035 43.59895 1.61704 184 184 184 1
-2.58490 43.59559 1.50484 184 184 184 1
-2.63212 43.59805 1.38954 175 175 175 1
-2.69339 43.59824 1.28058 176 176 176 1
-2.73498 43.60294 1.16317 172 172 172 1
-2.77813 43.60073 1.04645 180 180 180 1
-2.81788 43.60261 0.92841 174 174 174 1
-2.85623 43.60091 0.80958 171 171 171 1
-2.87324 43.60575 0.68577 174 174 174 1
-2.89010 43.60038 0.56256 165 165 165 1
-2.90741 43.60185 0.43964 170 170 170 1
-2.93281 43.59787 0.31715 169 169 169 1
-2.92893 43.60031 0.19229 167 167 167 1
-2.93988 43.59778 0.06813 166 166 166 1
-2.93571 43.59879 -0.05760 164 164 164 1
-2.92545 43.59907 -0.18291 170 170 170 1
-2.90868 43.59858 -0.30742 160 160 160 1
-2.89668 43.60083 -0.43253 161 161 161 1
-2.87127 43.59954 -0.55558 162 162 162 1
-2.84823 43.59857 -0.67913 156 156 156 1
-2.82005 43.59905 -0.80175 159 159 159 1
-2.78233 43.59507 -0.92178 162 162 162 1
-2.73645 43.59788 -1.03891 162 162 162 1
-2.69507 43.60026 -1.15768 155 155 155 1
-2.64418 43.60056 -1.27270 158 158 158 1
-2.58325 43.60139 -1.38276 157 157 157 1
-2.53032 43.59951 -1.49693 155 155 155 1
-2.38868 43.59474 -1.70452 145 145 145 1
-2.08814 43.60145 -2.10641 147 147 147 1
-1.51229 43.60130 -2.59062 148 148 148 1
-1.30024 43.60388 -2.72541 140 140 140 1
-1.19094 43.59775 -2.78778 136 136 136 1
-0.35959 43.59509 -3.06791 146 146 146 1
0.01284 43.60274 -3.12583 146 146 146 1
0.13886 43.59995 -3.12209 140 140 140 1
0.38927 43.59901 -3.13489 131 131 131 1
0.63784 43.59892 -3.11065 141 141 141 1
0.75955 43.60003 -3.08229 139 139 139 1
0.88467 43.60089 -3.07500 136 136 136 1
1.00474 43.60085 -3.04112 142 142 142 1
1.12660 43.59902 -3.01516 141 141 141 1
1.24594 43.60083 -2.97952 146 146 146 1
1.36125 43.59926 -2.93235 148 148 148 1
1.47907 43.60112 -2.89219 134 134 134 1
1.58955 43.60144 -2.83459 147 147 147 1
1.70446 43.59974 -2.78672 142 142 142 1
1.81037 43.59954 -2.72121 145 145 145 1
1.91977 43.60021 -2.66214 143 143 143 1
2.01995 43.59693 -2.58824 147 147 147 1
2.12380 43.59723 -2.52006 144 144 144 1
2.22210 43.59809 -2.44398 149 149 149 1
2.31620 43.60188 -2.36273 143 143 143 1
2.40689 43.59827 -2.27773 145 145 145 1
2.50029 43.60233 -2.19540 145 145 145 1
2.58405 43.60418 -2.10319 147 147 147 1
2.66464 43.59979 -2.00823 146 146 146 1
2.74815 43.60019 -1.91546 153 153 153 1
2.81654 43.60190 -1.81077 151 151 151 1
2.88383 43.60085 -1.70578 153 153 153 1
2.95436 43.59769 -1.60284 156 156 156 1
3.02074 43.59947 -1.49687 157 157 157 1
3.07544 43.60446 -1.38426 154 154 154 1
3.13007 43.60143 -1.27170 154 154 154 1
3.17118 43.59794 -1.15319 156 156 156 1
3.22739 43.60357 -1.04075 156 156 156 1
3.26540 43.60075 -0.92115 164 164 164 1
3.30296 43.60108 -0.80139 163 163 163 1
3.33147 43.60162 -0.67908 162 162 162 1
3.35375 43.59928 -0.55551 165 165 165 1
3.37795 43.60093 -0.43236 164 164 164 1
3.40085 43.60329 -0.30864 167 167 167 1
3.40246 43.60328 -0.18255 166 166 166 1
3.42353 43.60246 -0.05785 164 164 164 1
3.40932 44.00198 0.06875 174 174 174 1
3.40915 44.00127 0.19318 172 172 172 1
3.40014 44.00135 0.31727 171 171 171 1
3.37744 43.99546 0.43979 170 170 170 1
3.37024 44.00175 0.56409 172 172 172 1
3.34616 44.00227 0.68599 179 179 179 1
3.31260 43.99813 0.80559 171 171 171 1
3.29060 43.99992 0.92802 177 177 177 1
3.26251 44.00004 1.04941 171 171 171 1
3.21911 43.99885 1.16601 174 174 174 1
3.17440 44.00426 1.28197 182 182 182 1
3.11238 44.00044 1.39015 185 185 185 1
3.06283 43.99845 1.50365 175 175 175 1
3.01486 43.99803 1.61862 178 178 178 1
2.94500 44.00044 1.72143 183 183 183 1
2.87647 44.00019 1.82450 190 190 190 1
2.81077 43.99519 1.92959 186 186 186 1
2.73632 44.00178 2.02857 182 182 182 1
2.65186 44.00147 2.11923 193 193 193 1
2.57823 43.99762 2.21927 180 180 180 1
2.49393 43.99891 2.31012 186 186 186 1
2.39983 43.99411 2.39087 191 191 191 1
2.30926 44.00212 2.47516 183 183 183 1
2.21648 43.99882 2.55729 193 193 193 1
2.11061 43.99834 2.62234 189 189 189 1
2.00947 44.00049 2.69313 196 196 196 1
1.91471 43.99947 2.77474 190 190 190 1
1.80276 43.99684 2.82894 197 197 197 1
1.69232 44.00033 2.88491 193 193 193 1
1.58104 43.99562 2.93908 197 197 197 1
1.46836 43.99871 2.99055 193 193 193 1
1.35551 43.99844 3.04273 191 191 191 1
1.23686 44.00388 3.07979 195 195 195 1
1.11596 43.99872 3.10870 196 196 196 1
0.99634 44.00080 3.14163 192 192 192 1
0.87685 43.99977 3.17731 193 193 193 1
0.75358 44.00150 3.19548 202 202 202 1
0.62968 43.99890 3.20828 192 192 192 1
0.50691 44.00033 3.23480 195 195 195 1
0.38127 43.99854 3.22389 194 194 194 1
0.25677 44.00146 3.23740 196 196 196 1
0.13124 43.99866 3.22962 193 193 193 1
0.00624 43.99630 3.21803 191 191 191 1
-0.11926 43.99187 3.21201 196 196 196 1
-0.24440 44.00029 3.19937 191 191 191 1
-0.36805 44.00024 3.17653 195 195 195 1
-0.48949 44.00364 3.14404 192 192 192 1
-0.61140 44.00281 3.11428 192 192 192 1
-0.73211 44.00360 3.07983 191 191 191 1
-0.84973 43.99819 3.03614 192 192 192 1
-0.96410 43.99320 2.98475 190 190 190 1
-1.08416 43.99659 2.94655 191 191 191 1
-1.19904 43.99957 2.89563 191 191 191 1
-1.31064 43.99566 2.83788 185 185 185 1
-1.41371 43.99996 2.76573 196 196 196 1
-1.51856 43.99931 2.69744 192 192 192 1
-1.62547 44.00010 2.63192 186 186 186 1
-1.72577 43.99791 2.55689 185 185 185 1
-1.82345 44.00219 2.47852 188 188 188 1
-1.92310 43.99961 2.40195 189 189 189 1
-2.00611 43.99999 2.30759 186 186 186 1
-2.08625 44.00078 2.21154 180 180 180 1
-2.17384 44.00243 2.12262 187 187 187 1
-2.24873 44.00058 2.02289 188 188 188 1
-2.33386 44.00045 1.93098 193 193 193 1
-2.40028 43.99810 1.82526 182 182 182 1
-2.46618 44.00005 1.71962 180 180 180 1
-2.53066 43.99305 1.61319 188 188 188 1
-2.59144 43.99916 1.50456 171 171 171 1
-2.65077 44.00378 1.39492 177 177 177 1
-2.68727 44.00011 1.27521 185 185 185 1
-2.75162 43.99522 1.16685 177 177 177 1
-2.77962 44.00021 1.04484 176 176 176 1
-2.82681 43.99808 0.92919 173 173 173 1
-2.84971 43.99847 0.80662 172 172 172 1
-2.88067 43.99980 0.68620 173 173 173 1
-2.91254 43.99599 0.56541 174 174 174 1
-2.92067 44.00119 0.44083 172 172 172 1
-2.93893 43.99940 0.31759 173 173 173 1
-2.93883 43.99848 0.19297 166 166 166 1
-2.93315 43.99694 0.06875 160 160 160 1
-2.94430 43.99657 -0.05702 170 170 170 1
-2.92485 44.00217 -0.18165 159 159 159 1
-2.91643 43.99848 -0.30683 162 162 162 1
-2.90480 44.00112 -0.43200 166 166 166 1
-2.88675 43.99428 -0.55655 164 164 164 1
-2.85670 43.99938 -0.67874 164 164 164 1
-2.82231 44.00353 -0.79966 163 163 163 1
-2.78860 43.99933 -0.92077 168 168 168 1
-2.75053 44.00176 -1.04072 161 161 161 1
-2.69717 44.00004 -1.15484 154 154 154 1
-2.64852 43.99689 -1.27063 156 156 156 1
-2.60076 43.99993 -1.38726 152 152 152 1
